UF,CIDADE,PIB,POPULACAO,PIB_PERCAPITA
BA,MUQUÉM DE SÃO FRANCISCO,46145.44140625,10691,4316.29003906
BA,ANGICAL,62100,15191,4087.94995117
BA,QUIXABEIRA,30138.6953125,9631,3129.34008789
BA,DIAS D'ÁVILA,1320355,57708,22879.9296875
BA,FÁTIMA,60504.7265625,19703,3070.84008789
BA,MARAÚ,68925.3125,17270,3991.04003906
BA,BARROCAS,99350.3203125,13868,7164
BA,MACAJUBA,36031.44140625,11517,3128.54003906
BA,VÁRZEA NOVA,53921.52734375,14365,3753.66992188
BA,ESPLANADA,301334.8125,33115,9099.65039062
BA,IBOTIRAMA,129069.2890625,26419,4885.47021484
BA,OURIÇANGAS,26103.7578125,8131,3210.39990234
BA,CAMPO FORMOSO,337622.03125,68101,4957.66992188
BA,MACAÚBAS,144157.8125,48633,2964.19995117
BA,BURITIRAMA,55079.7578125,19492,2825.76000977
BA,BAIXA GRANDE,67050.234375,21814,3073.7199707
BA,CORDEIROS,27428.83007812,8883,3087.79003906
BA,SÍTIO DO QUINTO,47883.55859375,13811,3467.06005859
BA,IGUAÍ,86859.359375,29449,2949.47998047
BA,CRISÓPOLIS,85858.2421875,20279,4233.85009766
BA,BRUMADO,480991.4375,64642,7440.85009766
BA,MORRO DO CHAPÉU,127060.5625,35031,3627.09008789
BA,PINDAÍ,48485.796875,15772,3074.16992188
BA,CAETITÉ,233801.03125,48007,4870.14013672
BA,PINTADAS,36110.8984375,10812,3339.88989258
BA,BONITO,126010.2734375,14326,8795.91015625
BA,MURITIBA,128211.0234375,27755,4619.37988281
BA,AIQUARA,22533.35742188,5361,4203.20019531
BA,AMÉRICA DOURADA,65303.5859375,16787,3890.12988281
BA,SANTANÓPOLIS,29150.2734375,9643,3022.94995117
BA,CANDEAL,25679.6015625,9050,2837.5300293
BA,ITANHÉM,113195.1875,21154,5351.00976562
BA,VÁRZEA DO POÇO,34246.515625,8992,3808.55004883
BA,VALENTE,102698.296875,22295,4606.33984375
BA,BREJOLÂNDIA,40420.2734375,9791,4128.31005859
BA,WAGNER,42085.7265625,8807,4778.66992188
BA,GLÓRIA,48727.28125,14176,3437.31005859
BA,BOM JESUS DA SERRA,29641.68164062,10588,2799.55004883
BA,ADUSTINA,78803,15448,5101.18017578
BA,TANQUINHO,26192.84960938,7875,3326.08007812
BA,MUTUÍPE,96836.015625,22066,4388.47021484
BA,ITAGIMIRIM,42068.08984375,7118,5910.10009766
BA,UBAITABA,118813.359375,20333,5843.37988281
BA,SIMÕES FILHO,3008293.5,116662,25786.41015625
BA,IRAMAIA,45185.3515625,15045,3003.35009766
BA,PRESIDENTE JÂNIO QUADROS,40023.14453125,14212,2816.14990234
BA,MAIRI,64854.29296875,19700,3292.10009766
BA,HELIÓPOLIS,46740.99609375,14713,3176.85009766
BA,PRESIDENTE TANCREDO NEVES,89919.171875,24249,3708.15991211
BA,BARRA DO ROCHA,29038.30859375,5860,4955.33984375
BA,PRESIDENTE DUTRA,47002.90625,14306,3285.54003906
BA,CAMPO ALEGRE DE LOURDES,86973.453125,27670,3143.23999023
BA,OLIVEIRA DOS BREJINHOS,73714.15625,23596,3124.01000977
BA,CATU,386145.71875,50809,7599.95019531
BA,TANHAÇU,80742.0703125,20134,4010.22998047
BA,VALENÇA,555572.25,89597,6200.79003906
BA,CENTRAL,56313.98046875,18029,3123.52001953
BA,SÃO FÉLIX,70210.15625,16208,4331.81982422
BA,CAMAMU,149328.40625,32881,4541.47998047
BA,PIRITIBA,84142.8046875,26265,3203.61010742
BA,WANDERLEY,59737.21875,13252,4507.79003906
BA,ITAMARAJU,508954.0625,67803,7506.35986328
BA,ITAGIBÁ,112435.390625,16590,6777.29980469
BA,MALHADA DE PEDRAS,26240.70507812,7677,3418.09008789
BA,BOM JESUS DA LAPA,351413.0625,66192,5309
BA,ABARÉ,56625.83203125,18831,3007.05004883
BA,ACAJUTIBA,61590.81640625,15192,4054.15991211
BA,CARINHANHA,96256.828125,30240,3183.10009766
BA,SERRA PRETA,50307.50390625,16168,3111.55004883
BA,ITAPÉ,40550.72265625,10630,3814.73999023
BA,PILÃO ARCADO,97126.453125,34466,2818.04003906
BA,IPIRÁ,245887.9375,62197,3953.37011719
BA,IGRAPIÚNA,137953.75,13268,10397.48046875
BA,JUSSARA,43503.5390625,15204,2861.32006836
BA,IBICARAÍ,100709.2734375,24569,4099.04003906
BA,COCOS,135027.5,17923,7533.75976562
BA,LUÍS EDUARDO MAGALHÃES,1888228125,52054,36274.41015625
BA,CAMAÇARI,12158915,234558,51837.55859375
BA,ITABERABA,338606.15625,61490,5506.68994141
BA,ENTRE RIOS,248541.796875,40524,6133.20019531
BA,SANTO ANTÔNIO DE JESUS,835156.6875,88768,9408.30957031
BA,PARAMIRIM,78535.03125,20870,3763.06005859
BA,FEIRA DA MATA,30380.33398438,6562,4629.74023438
BA,CANDIBA,43417.87109375,12821,3386.4699707
BA,ANDARAÍ,48729.01953125,14609,3335.55004883
BA,PÉ DE SERRA,57215.6796875,14788,3869.06005859
BA,BOA NOVA,50579.9765625,15427,3278.66992188
BA,BARRA DA ESTIVA,127462.8515625,20537,6206.5
BA,FILADÉLFIA,53721.9609375,16215,3313.10009766
BA,SERROLÂNDIA,45652.41796875,12665,3604.61010742
BA,JITAÚNA,57266.8359375,16365,3499.35009766
BA,LAPÃO,109688.2421875,26616,4121.14013672
BA,ANGUERA,26372.31835938,9826,2683.92993164
BA,CAETANOS,30036.10546875,12307,2440.57006836
BA,PARATINGA,96737.9765625,29874,3238.19995117
BA,FLORESTA AZUL,42329.94140625,10364,4084.32006836
BA,SANTA TERESINHA,33876.703125,10546,3212.2800293
BA,SÃO JOSÉ DA VITÓRIA,20077.56640625,6270,3202.15991211
BA,REMANSO,155141.328125,39705,3907.35009766
BA,MARAGOGIPE,178405.578125,43921,4061.9699707
BA,NOVO TRIUNFO,36864.1328125,14763,2497.06005859
BA,JIQUIRIÇÁ,50515.6328125,13772,3668
BA,ITUAÇU,82193.359375,18772,4378.50976562
BA,PAULO AFONSO,1743769875,106703,16342.28027344
BA,BARREIRAS,1693253625,137832,12284.91015625
BA,APUAREMA,32103.33984375,7610,4218.56982422
BA,CACHOEIRA,193704.671875,33782,5733.95996094
BA,RUY BARBOSA,125032.3828125,30422,4109.93017578
BA,OLINDINA,92409.46875,24557,3763.06005859
BA,ITAETÉ,57720.859375,14664,3936.22998047
BA,LIVRAMENTO DE NOSSA SENHORA,222608.734375,44568,4994.81005859
BA,NOVA IBIÁ,33765.703125,7029,4803.77001953
BA,INHAMBUPE,163543.890625,36719,4453.93017578
BA,IBICOARA,226989.453125,16940,13399.61035156
BA,PEDRÃO,24826.99804688,7597,3268
BA,SÍTIO DO MATO,57113.71484375,13187,4331.06005859
BA,IUIÚ,54116.75,12093,4475.04980469
BA,CATURAMA,26457,8713,3036.5
BA,ELÍSIO MEDRADO,30162.81640625,8183,3686.0300293
BA,AMARGOSA,162852.53125,35278,4616.25976562
BA,GUAJERU,29756.83203125,9330,3189.37011719
BA,ALCOBAÇA,142096.75,20242,7019.89990234
BA,CURAÇÁ,142728.21875,34421,4146.54003906
BA,ITAJU DO COLÔNIA,38664.078125,7706,5017.39990234
BA,IBIASSUCÊ,42919.61328125,9008,4764.60986328
BA,MAIQUINIQUE,43714.84765625,8848,4940.64990234
BA,ITATIM,87130.4453125,15516,5615.52001953
BA,COTEGIPE,53177.484375,14191,3747.27001953
BA,DÁRIO MEIRA,47403.1796875,12331,3844.22998047
BA,FORMOSA DO RIO PRETO,533663.1875,22171,24070.3203125
BA,ÁGUA FRIA,66563.5390625,15328,4342.60986328
BA,SÃO DOMINGOS,43055.078125,9730,4424.97998047
BA,MORTUGABA,45490.046875,14692,3096.25
BA,MUNIZ FERREIRA,26533.71484375,7236,3666.89990234
BA,TEOLÂNDIA,46183.97265625,12810,3605.31005859
BA,ÉRICO CARDOSO,31641.61523438,10717,2952.4699707
BA,TERRA NOVA,45995.96484375,12583,3655.40991211
BA,ITAMARI,36500.1640625,8781,4156.72021484
BA,MIRANGABA,62113.2421875,18849,3295.31005859
BA,RIO DO ANTÔNIO,53273.8515625,15110,3525.72998047
BA,JEREMOABO,147223.46875,39302,3745.94995117
BA,SÃO SEBASTIÃO DO PASSÉ,317994.25,41758,7615.16992188
BA,ARATACA,58449.3984375,10953,5336.37988281
BA,CHORROCHÓ,41587.015625,11022,3773.09008789
BA,CANDEIAS,3224811.75,81699,39471.859375
BA,SÃO FELIPE,80595.3125,20952,3846.65991211
BA,NAZARÉ,136208.3125,27427,4966.20996094
CE,IRACEMA,62552.0234375,15114,4138.68017578
CE,ABAIARA,33615.54296875,11077,3034.7199707
CE,NOVO ORIENTE,93621.4453125,28703,3261.72998047
CE,IBARETAMA,42010.30078125,13206,3181.14990234
CE,ACARAPE,56133.1015625,15627,3592.06005859
CE,ARATUBA,50276.91796875,12478,4029.23999023
CE,PINDORETAMA,76975.75,18322,4201.27001953
CE,BOA VIAGEM,195497.71875,56236,3476.37988281
CE,PEDRA BRANCA,132454375,42152,3142.30004883
CE,IPAUMIRIM,42898.6640625,11999,3575.18994141
CE,BARBALHA,361385.09375,53011,6817.16992188
CE,ARACOIABA,95183.4140625,25351,3754.62011719
CE,MISSÃO VELHA,136965.046875,35135,3898.25
CE,GUARAMIRANGA,25825.7578125,4070,6345.39990234
CE,SOLONÓPOLE,85114.359375,18025,4722.02001953
CE,CRATO,726944.0625,116759,6226.02001953
CE,GRANJEIRO,19908.97460938,4999,3982.59008789
CE,CARIÚS,58676.28125,19338,3034.25
CE,JAGUARETAMA,82730.8359375,18411,4493.54980469
CE,RERIUTABA,70465125,19444,3624
CE,MILAGRES,104356.4375,28077,3716.79003906
CE,NOVA RUSSAS,120630.0703125,32016,3767.81005859
CE,CARIRÉ,64836.63671875,19132,3388.90991211
CE,ITAPIPOCA,530908.0625,114441,4639.14013672
CE,GRANJA,164077.84375,53952,3041.17993164
CE,MARTINÓPOLE,30235.43359375,11118,2719.5
CE,HIDROLÂNDIA,76112.5234375,19252,3953.48999023
CE,HORIZONTE,1067819,54362,19642.75
CE,PACAJUS,464257.5,59689,7777.93994141
CE,IBIAPINA,129953.6171875,24125,5386.68017578
CE,CHORÓ,42342.9296875,13439,3150.75
CE,DEPUTADO IRAPUAN PINHEIRO,33583.828125,9615,3492.86010742
CE,CROATÁ,71450.75,18246,3915.9699707
CE,LAVRAS DA MANGABEIRA,105865.5078125,30524,3468.27001953
CE,VIÇOSA DO CEARÁ,188837.171875,56673,3332.05004883
CE,CANINDÉ,307797,77552,3968.90991211
CE,BANABUIÚ,76052.234375,18388,4135.97021484
CE,GENERAL SAMPAIO,25142.140625,6654,3778.5
CE,JATI,28813.19335938,7518,3832.56005859
CE,UMARI,25433.55859375,7891,3223.11010742
CE,ITAIÇABA,27905.3046875,7955,3507.89990234
CE,MIRAÍMA,37922.73046875,12737,2977.37011719
CE,FRECHEIRINHA,51840.0859375,13537,3829.51000977
CE,CEDRO,90544.5234375,25591,3538.13989258
CE,AURORA,89467.84375,25113,3562.61010742
CE,SÃO GONÇALO DO AMARANTE,659916.25,42962,15360.45996094
CE,ASSARÉ,76518.9765625,22550,3393.30004883
CE,JAGUARIBE,206077.078125,36493,5647.02978516
CE,IPAPORANGA,34297.74609375,11768,2914.48999023
CE,GROAÍRAS,33190.703125,9971,3328.7199707
CE,MAURITI,169606.5625,44211,3836.30004883
CE,MORRINHOS,68998.65625,22695,3040.26000977
CE,PENTECOSTE,149833.015625,35166,4260.74023438
CE,PARAMBU,103936.859375,32231,3224.75
CE,CATUNDA,37783.76171875,11198,3374.14990234
CE,VARJOTA,76601.1171875,17802,4302.95019531
CE,TAUÁ,242443.71875,56639,4280.50976562
CE,URUBURETAMA,105931.96875,20627,5135.60009766
CE,ERERÊ,24669.0703125,7332,3364.58007812
CE,URUOCA,41727.48046875,13820,3019.35009766
CE,CARNAUBAL,65062.3125,16755,3883.15991211
CE,POTIRETAMA,25400.77148438,6891,3686.08007812
CE,TABULEIRO DO NORTE,137984875,29576,4665.43017578
CE,FARIAS BRITO,64205.171875,19605,3274.93994141
CE,TARRAFAS,26677.58007812,8900,2997.47998047
CE,RUSSAS,441188.8125,67960,6491.89013672
CE,BELA CRUZ,101760.7265625,30900,3293.22998047
CE,TRAIRI,199633.515625,51386,3884.97998047
CE,MULUNGU,46788.59765625,11914,3927.18994141
CE,ACOPIARA,169086.6875,50784,3329.5300293
CE,LIMOEIRO DO NORTE,356308.75,56098,6351.54003906
CE,ANTONINA DO NORTE,24448.77734375,7059,3463.48999023
CE,IGUATU,602302.25,97203,6196.33007812
CE,MARCO,108854.390625,24622,4421.02001953
CE,PORANGA,34502.4453125,12356,2792.36010742
CE,FORTIM,64510.1875,15095,4273.60986328
CE,PEREIRO,53638.68359375,15828,3388.85009766
CE,ARACATI,492432.96875,69616,7073.56005859
CE,APUIARÉS,44171.85546875,14414,3064.51000977
CE,COREAÚ,69442.953125,22215,3125.94995117
CE,JAGUARUANA,209209.65625,32352,6466.66992188
CE,IRAUÇUBA,76568.03125,23309,3284.90991211
CE,AMONTADA,153681.328125,40198,3823.11010742
CE,JUCÁS,80904.34375,23738,3408.2199707
CE,CARIDADE,59368.80078125,19233,3086.82006836
CE,GUARACIABA DO NORTE,177781,38406,4628.99023438
CE,ICAPUÍ,157030.65625,19385,8100.62988281
CE,SANTA QUITÉRIA,191563.78125,45080,4249.41992188
CE,MASSAPÊ,117690.34375,35388,3325.70996094
CE,GRAÇA,48560.41015625,15949,3044.72998047
CE,JARDIM,91902.015625,26578,3457.82006836
CE,CAPISTRANO,52476.46875,17033,3080.87011719
CE,JIJOCA DE JERICOACOARA,64023.44140625,16880,3792.86010742
CE,CHOROZINHO,78034.9609375,18759,4159.87011719
CE,QUIXERAMOBIM,349781.71875,73517,4757.83007812
CE,BREJO SANTO,191745.0625,41266,4646.56005859
CE,GUAIÚBA,82031.0625,23853,3439.0300293
CE,ARARENDÁ,35326.19921875,11186,3158.07006836
CE,TIANGUÁ,374219.5625,68588,5456.04980469
CE,ARARIPE,84206.421875,22373,3763.75
CE,PORTEIRAS,53051.28515625,15058,3523.12988281
CE,MADALENA,65020.15625,17773,3658.37011719
CE,CARIRIAÇU,87100125,27380,3181.15991211
CE,SALITRE,77822125,16845,4619.89013672
CE,MARACANAÚ,3534385,201693,17523.58984375
CE,PACUJÁ,21133.74414062,6233,3390.62011719
CE,ITATIRA,66732.171875,18875,3535.47998047
CE,AIUABA,48629.4375,16423,2961.06005859
CE,POTENGI,34289.66015625,10144,3380.29003906
CE,ALTANEIRA,21733.01171875,6834,3180.12988281
CE,MORADA NOVA,351117.84375,63126,5562.16992188
CE,BEBERIBE,211808.109375,48760,4343.89013672
CE,TEJUÇUOCA,46976.1015625,16180,2903.34008789
CE,PACATUBA,479294.34375,71839,6671.77978516
CE,SANTANA DO CARIRI,67936,18369,3698.39990234
CE,MILHÃ,49370.15625,14826,3329.9699707
CE,CRUZ,76905.4609375,23540,3267.01000977
CE,OCARA,75618.8359375,24636,3069.43994141
CE,PARAIPABA,141155.40625,29892,4722.18017578
CE,UMIRIM,60732.4140625,19044,3189.06005859
CE,ACARAÚ,230465.71875,54753,4209.18994141
CE,ITAPIÚNA,57058.2109375,18610,3066
CE,AQUIRAZ,603479.0625,71400,8452.08984375
CE,ITAPAGÉ,249719.25,47354,5273.45996094
CE,ALCÂNTARAS,32610.0546875,10816,3014.97998047
CE,PACOTI,48024.953125,11519,4169.18994141
CE,IPU,161581125,41052,3936.01000977
CE,UBAJARA,174912.265625,31247,5597.72998047
CE,PALMÁCIA,34406.640625,10838,3174.62988281
CE,JUAZEIRO DO NORTE,1595504125,249829,6386.37988281
CE,IPUEIRAS,135950.578125,39288,3460.36010742
CE,BATURITÉ,134232.671875,33271,4034.52001953
CE,PARACURU,166716.234375,32557,5120.75
CE,TAMBORIL,89577.265625,26857,3335.34008789
CE,MUCAMBO,45321.98828125,14537,3117.69995117
CE,IBICUITINGA,40276.6328125,11800,3413.27001953
CE,BARREIRA,75557.6484375,19469,3880.91992188
CE,ITAITINGA,159719.203125,32678,4887.66992188
CE,CAUCAIA,2192431,334364,6557.02001953
CE,EUSÉBIO,1081127375,41307,26172.98046875
CE,NOVA OLINDA,54309.4296875,13659,3976.09008789
CE,CHAVAL,44181.80078125,12644,3494.29003906
CE,MORAÚJO,27293.93945312,8538,3196.76000977
CE,SABOEIRO,48796.953125,16851,2895.79003906
CE,MOMBAÇA,142849.078125,46728,3057.0300293
CE,MONSENHOR TABOSA,55848.71484375,17178,3251.17993164
CE,SÃO JOÃO DO JAGUARIBE,37256.609375,8500,4383.12988281
CE,PARAMOTI,41914.27734375,12130,3455.41992188
CE,FORTALEZA,31789186,2505552,12687.5
CE,QUIXADÁ,392364.25,80447,4877.29980469
CE,SENADOR POMPEU,106628.203125,25263,4220.72998047
CE,ITAREMA,159949.25,36536,4377.85009766
CE,BAIXIO,22142.4765625,5991,3695.95996094
CE,CATARINA,47258.05078125,18010,2623.98999023
CE,CRATEÚS,331236.40625,75249,4401.87011719
CE,CAMPOS SALES,98834.7265625,26417,3741.33007812
CE,PIRES FERREIRA,31351.3984375,9857,3180.62011719
CE,ORÓS,91515.421875,21784,4201.04003906
CE,MARANGUAPE,643602.6875,110523,5823.25
CE,BARROQUINHA,53454.80859375,15558,3435.84008789
CE,PALHANO,38838.16015625,9268,4190.56982422
CE,CASCAVEL,388962.96875,67956,5723.75
CE,BARRO,77142.3359375,21556,3578.68994141
CE,ARNEIROZ,29477.015625,7486,3937.62011719
CE,SÃO LUÍS DO CURU,48670.078125,12613,3858.7199707
CE,SOBRAL,1964743,182431,10769.79003906
CE,JAGUARIBARA,49820.03515625,10399,4790.85009766
CE,PENAFORTE,39802.4375,8168,4872.97021484
CE,ALTO SANTO,72420.8203125,20829,3476.91992188
CE,QUIXELÔ,56937.3046875,16272,3499.10009766
CE,PIQUET CARNEIRO,51314.25390625,15673,3274.05004883
CE,ICÓ,238603.390625,65612,3636.58007812
CE,TURURU,40925.0546875,14308,2860.29003906
CE,MERUOCA,39793.94921875,12780,3113.77001953
CE,FORQUILHA,85758.390625,21599,3970.47998047
CE,SÃO BENEDITO,202704.234375,45407,4464.16015625
CE,VÁRZEA ALEGRE,133889.921875,39810,3363.2199707
CE,INDEPENDÊNCIA,106890.046875,26317,4061.62988281
CE,QUITERIANÓPOLIS,63406.75390625,21230,2986.65991211
CE,SANTANA DO ACARAÚ,108160.671875,30410,3556.75
CE,SENADOR SÁ,26109.08007812,6669,3914.98999023
CE,REDENÇÃO,98211.515625,26768,3668.98999023
CE,CAMOCIM,264770375,61278,4320.81005859
CE,QUIXERÉ,135489.28125,19772,6852.58007812
DF,BRASÍLIA,131487264,2606885,50438.4609375
ES,VITÓRIA,19782628,320156,61790.58984375
ES,SERRA,11531826,404688,28495.59960938
ES,PANCAS,123706.6484375,18497,6687.93017578
ES,ALTO RIO NOVO,47128.93359375,6172,7635.93017578
ES,VARGEM ALTA,174520.09375,18637,9364.16992188
ES,JOÃO NEIVA,162151.4375,14621,11090.30957031
ES,GUARAPARI,924333.0625,104534,8842.41992188
ES,IBITIRAMA,62844.390625,9238,6802.81005859
ES,ATILIO VIVACQUA,98105.6171875,9361,10480.25
ES,DIVINO DE SÃO LOURENÇO,34397.96875,5011,6864.49023438
ES,LINHARES,2314608.25,132664,17447.15039062
ES,SÃO DOMINGOS DO NORTE,88457.796875,8205,10780.95996094
ES,ÁGUIA BRANCA,94435375,9503,9937.4296875
ES,MARILÂNDIA,102197.3515625,10676,9572.62988281
ES,JAGUARÉ,330817.40625,23472,14094.12988281
ES,ÁGUA DOCE DO NORTE,90734.359375,12091,7504.29003906
ES,PINHEIROS,390701.78125,23874,16365.16015625
ES,VENDA NOVA DO IMIGRANTE,232603.6875,20028,11613.91992188
ES,ITARANA,87713.796875,10667,8222.91015625
ES,COLATINA,1724502.25,111365,15485.13964844
ES,SÃO MATEUS,956261.75,101613,9410.8203125
ES,ARACRUZ,1975875.25,78658,25119.8203125
ES,LARANJA DA TERRA,69701.8984375,11136,6259.14990234
ES,BOM JESUS DO NORTE,65357.9140625,9672,6757.43994141
ES,MONTANHA,197230.15625,18856,10459.80957031
ES,CACHOEIRO DE ITAPEMIRIM,2399003.25,201259,11919.98046875
ES,CONCEIÇÃO DA BARRA,401526.25,27059,14838.91992188
ES,BREJETUBA,112031.09375,11097,10095.62011719
ES,MARECHAL FLORIANO,184262125,13302,13852.20996094
ES,SÃO JOSÉ DO CALÇADO,72256.3984375,10965,6589.72998047
ES,ICONHA,151559.609375,11901,12735.03027344
ES,SANTA MARIA DE JETIBÁ,531211.4375,33921,15660.25
ES,ALEGRE,228743.390625,31143,7344.93994141
ES,VILA PAVÃO,113717.1875,9126,12460.79003906
ES,VILA VELHA,6041447,413548,14608.8203125
ES,MUCURICI,51267.28125,5910,8674.66992188
ES,CASTELO,319573.6875,33212,9622.24023438
ES,BOA ESPERANÇA,153654.21875,13119,11712.33984375
ES,IBIRAÇU,177162.171875,10724,16520.16015625
ES,MIMOSO DO SUL,232497.359375,27124,8571.65039062
ES,DORES DO RIO PRETO,49223.80078125,6293,7821.99023438
ES,BARRA DE SÃO FRANCISCO,392909.25,41645,9434.73046875
ES,BAIXO GUANDU,233346.015625,29891,7806.56005859
ES,AFONSO CLÁUDIO,212760.109375,31384,6779.25
ES,ECOPORANGA,227060625,23891,9504.01953125
ES,RIO NOVO DO SUL,86314.1796875,11447,7540.33007812
ES,PONTO BELO,55758.921875,7247,7694.06982422
ES,ITAGUAÇU,144087.3125,14171,10167.75976562
ES,IÚNA,230193375,26239,8772.95019531
ES,MUNIZ FREIRE,136367.578125,18358,7428.24023438
ES,MANTENÓPOLIS,71786.7734375,11630,6172.54980469
ES,SÃO GABRIEL DA PALHA,274371.65625,30604,8965.21972656
ES,SOORETAMA,263118.34375,23761,11073.54003906
ES,SANTA TERESA,205491.609375,20742,9907.03027344
ES,CARIACICA,3854045.25,365859,10534.24023438
ES,ITAPEMIRIM,479944875,32761,14649.87988281
ES,IRUPI,88516.6484375,10735,8245.61035156
ES,GUAÇUÍ,236065.90625,26743,8827.20019531
ES,IBATIBA,170407.40625,20471,8324.33007812
ES,MUQUI,93014.5546875,14377,6469.68017578
ES,SÃO ROQUE DO CANAÃ,82290.3125,10817,7607.5
ES,RIO BANANAL,181500.703125,17247,10523.61035156
ES,ANCHIETA,2193130.75,20226,108431.2734375
ES,SANTA LEOPOLDINA,109372.296875,12743,8582.9296875
ES,DOMINGOS MARTINS,308253.09375,32455,9497.86035156
ES,NOVA VENÉCIA,465862.75,46354,10050.11035156
ES,APIACÁ,48217.1796875,7883,6116.60009766
ES,PIÚMA,127082.0078125,17212,7383.33984375
ES,VIANA,893107,60829,14682.25976562
ES,VILA VALÉRIO,184566.296875,14048,13138.25976562
ES,PEDRO CANÁRIO,182193.703125,24404,7465.72998047
ES,FUNDÃO,195260.3125,16431,11883.65039062
ES,JERÔNIMO MONTEIRO,72231.8515625,11235,6429.18017578
ES,MARATAÍZES,277646.21875,32502,8542.44042969
ES,GOVERNADOR LINDENBERG,94720.7578125,10420,9090.28027344
ES,PRESIDENTE KENNEDY,784389.9375,10903,71942.578125
ES,CONCEIÇÃO DO CASTELO,97625,11851,8237.70019531
ES,ALFREDO CHAVES,128023.8515625,14585,8777.78027344
GO,MATRINCHÃ,45910.546875,4420,10387
GO,PEROLÂNDIA,145665.390625,2830,51471.87109375
GO,SANTA RITA DO NOVO DESTINO,29350.61328125,3576,8207.66992188
GO,NOVO GAMA,352584.96875,88835,3968.98999023
GO,BRITÂNIA,48315.8125,5190,9309.41015625
GO,CEZARINA,145802.765625,7832,18616.2890625
GO,GOUVELÂNDIA,120889.4765625,4790,25237.890625
GO,ORIZONA,234588.984375,15201,15432.46972656
GO,PETROLINA DE GOIÁS,71342.0625,10061,7090.95019531
GO,SANTO ANTÔNIO DA BARRA,71073.3515625,4295,16547.9296875
GO,JUSSARA,188344.21875,19130,9845.49023438
GO,RIO QUENTE,49451.97265625,3285,15053.87011719
GO,ACREÚNA,292935.15625,19246,15220.5703125
GO,HIDROLÂNDIA,257722.515625,14718,17510.69921875
GO,NOVA AURORA,20509.70117188,2209,9284.61035156
GO,PORTELÂNDIA,103158.140625,3321,31062.36914062
GO,MAURILÂNDIA,98095.1015625,11604,8453.55957031
GO,SANTA HELENA DE GOIÁS,511819.84375,36336,14085.75
GO,SÃO LUÍS DE MONTES BELOS,345585.90625,27793,12434.28027344
GO,SANTA CRUZ DE GOIÁS,59210.90625,3680,16089.91992188
GO,GAMELEIRA DE GOIÁS,77272.7734375,3582,21572.51953125
GO,ARAGARÇAS,88645.015625,17883,4956.93994141
GO,ARENÓPOLIS,35280.58203125,3481,10135.19042969
GO,BURITINÓPOLIS,15364.06640625,3573,4300.04980469
GO,PARAÚNA,259728625,11319,22946.25
GO,AMERICANO DO BRASIL,59193.86328125,4795,12344.91015625
GO,TAQUARAL DE GOIÁS,31021.49609375,3471,8937.33984375
GO,CÓRREGO DO OURO,29560.24023438,2632,11231.08984375
GO,IVOLÂNDIA,30326.5546875,2738,11076.16992188
GO,TURVELÂNDIA,175399.21875,4068,43116.8203125
GO,SÃO FRANCISCO DE GOIÁS,38083.13671875,5823,6540.12011719
GO,URUANA,125436.2265625,14115,8886.73046875
GO,MIMOSO DE GOIÁS,29721.85351562,2941,10106.04003906
GO,IPAMERI,455039.1875,24021,18943.390625
GO,POSSE,189625.765625,31257,6066.66992188
GO,HIDROLINA,34949.49609375,4195,8331.23046875
GO,APARECIDA DE GOIÂNIA,4601373,510770,9008.70019531
GO,SÃO SIMÃO,1256673375,14373,87432.921875
GO,CALDAS NOVAS,790987125,67588,11703.0703125
GO,SÃO LUÍZ DO NORTE,51386.2734375,4456,11531.9296875
GO,SANTA FÉ DE GOIÁS,105659.59375,4882,21642.68945312
GO,FORMOSA,746357.25,96284,7751.62011719
GO,GOIÂNIA,21386530,1281975,16682.49023438
GO,MONTIVIDIU DO NORTE,29883.86914062,4702,6355.56982422
GO,SÍTIO D'ABADIA,22326.18945312,3510,6360.74023438
GO,CABECEIRAS,112414.140625,6794,16546.08984375
GO,INACIOLÂNDIA,78616.3671875,5949,13215.05957031
GO,VILA PROPÍCIO,89775.4375,5359,16752.26953125
GO,NOVA VENEZA,74443.796875,7240,10282.29003906
GO,SIMOLÂNDIA,33332.49609375,7331,4546.79003906
GO,NOVA IGUAÇU DE GOIÁS,19991.43359375,2678,7465.06005859
GO,BOM JESUS DE GOIÁS,283610.65625,21103,13439.34960938
GO,GUARAÍTA,16679.578125,2370,7037.79980469
GO,SANTA BÁRBARA DE GOIÁS,49571.890625,6031,8219.50976562
GO,HEITORAÍ,34522.12109375,3706,9315.20019531
GO,SÃO PATRÍCIO,18451.34960938,2144,8606.04003906
GO,SANTO ANTÔNIO DO DESCOBERTO,233394.609375,58474,3991.42993164
GO,BURITI DE GOIÁS,19388.31835938,2203,8800.87011719
GO,PORANGATU,332653.25,40469,8219.95019531
GO,PIRACANJUBA,362217.96875,24033,15071.69042969
