UF,CIDADE,PIB,POPULACAO,PIB_PERCAPITA,COD_TSE
RS,ANDRÉ DA ROCHA,42260.59375,1276,33119.58984375,86100
RS,MATO CASTELHANO,55210.82421875,2747,20098.58984375,87025
RS,NOVO MACHADO,56553.53125,4246,13319.25,87289
RS,CAIBATÉ,66182.6328125,5212,12698.12988281,85650
RS,RIO PARDO,469216.03125,38989,12034.5703125,88170
RS,DEZESSEIS DE NOVEMBRO,29492.16796875,2923,10089.69042969,85049
RS,CAMPESTRE DA SERRA,57898.2734375,3328,17397.3203125,86460
RS,CAPÃO DA CANOA,464272.90625,40861,11362.25,89150
RS,CERRO GRANDE DO SUL,94414.78125,9854,9581.37011719,85944
RS,PELOTAS,3847928.0,345181,11147.5703125,87912
RS,SÃO JOSÉ DO NORTE,213364.296875,26116,8169.87011719,88730
RS,GARIBALDI,899678.0,30518,29480.24023438,86690
RS,SAGRADA FAMÍLIA,27485.80078125,2668,10302.01953125,87564
RS,PAROBÉ,512048.65625,51634,9916.88964844,98256
RS,TRAMANDAÍ,393147.09375,44040,8927.04980469,89354
RS,BARÃO DE COTEGIPE,91043.1484375,6724,13540.03027344,85332
RS,BOM PROGRESSO,27404.21679688,2404,11399.41992188,86444
RS,MAQUINÉ,82090.3515625,7652,10727.95996094,86967
RS,MARQUES DE SOUZA,46870.01953125,4122,11370.70019531,88820
RS,UNIÃO DA SERRA,31442.67773438,1649,19067.72070312,88048
RS,MARCELINO RAMOS,59109.97265625,5329,11092.12988281,87394
RS,ENCRUZILHADA DO SUL,216951.15625,25154,8624.91992188,86355
RS,NOVA BASSANO,364664.65625,9249,39427.46875,87610
RS,NOVA PRATA,685380.0625,24252,28260.76953125,87696
RS,PASSO DO SOBRADO,79409.7109375,6300,12604.71972656,87343
RS,LAGOA DOS TRÊS CANTOS,42162.55859375,1633,25819.08007812,86886
RS,BRAGA,38229.2265625,3842,9950.34960938,85510
RS,BOZANO,36078.76171875,2361,15281.13964844,89087
RS,SÃO SEPÉ,342808.21875,24353,14076.62988281,88951
RS,MORRO REUTER,74450.25,5985,12439.46972656,87149
RS,CAMAQUÃ,1060406.25,62723,16906.1796875,85693
RS,SANTA MARGARIDA DO SUL,68161.2578125,2235,30497.2109375,89443
RS,JAQUIRANA,39487.2890625,4429,8915.62011719,84905
RS,XANGRI-LÁ,160877.53125,11721,13725.58007812,88145
RS,UNISTALDA,28591.38867188,2396,11932.96972656,88480
RS,ALEGRETE,1123318.5,78984,14222.09960938,85073
RS,CASEIROS,44075.60546875,3132,14072.66992188,85880
RS,CAMARGO,51100.84765625,2549,20047.41015625,85960
RS,SANTO ANTÔNIO DO PALMA,35738.61328125,2295,15572.37988281,87645
RS,ALEGRIA,48344.25390625,4775,10124.45019531,85545
RS,FLORIANO PEIXOTO,29052.140625,2155,13481.26953125,88242
RS,TUPANCIRETÃ,597097.8125,23842,25043.94921875,89478
RS,SÃO JORGE,49034.63671875,2825,17357.390625,84794
RS,IVORÁ,31861.1171875,2424,13144.03027344,85626
RS,BARRA DO RIBEIRO,142471.171875,11762,12112.83984375,85375
RS,VANINI,26400.24804688,2045,12909.66015625,84913
RS,LIBERATO SALZANO,75537.046875,6167,12248.58984375,87335
RS,TIO HUGO,58052.32421875,2730,21264.58984375,89508
RS,MONTE ALEGRE DOS CAMPOS,31576.25976562,3256,9697.87011719,88803
RS,SÃO JOSÉ DO OURO,110298.859375,7190,15340.58984375,88757
RS,ENTRE-IJUÍS,146000.953125,9263,15761.74023438,85103
RS,VICENTE DUTRA,57206.62890625,5587,10239.24023438,89656
RS,ESTÂNCIA VELHA,633553375.0,43906,14429.76953125,86495
RS,ARARICÁ,59706.1640625,5181,11524.05957031,88862
RS,GUABIJU,38074.53515625,1702,22370.47070312,84867
RS,SANTA MARIA DO HERVAL,103114.3828125,6476,15922.54003906,86207
RS,PEJUÇARA,123046.203125,3946,31182.50976562,87890
RS,FAXINALZINHO,27758.2265625,2607,10647.5703125,86029
RS,ENTRE RIOS DO SUL,76808.6171875,3087,24881.31054688,85928
RS,VENÂNCIO AIRES,1643010.0,67682,24275.43945312,89559
RS,ARROIO DO PADRE,26049.45507812,2882,9038.66992188,89028
RS,ESTRELA VELHA,74811.6796875,3777,19807.16992188,88404
RS,DOUTOR RICARDO,26910.1171875,2101,12808.24023438,88307
RS,ÁUREA,44621.8984375,3789,11776.70019531,84735
RS,SÃO JOÃO DA URTIGA,59495.82421875,5123,11613.46972656,84859
RS,SÃO JOSÉ DAS MISSÕES,28139.48828125,3039,9259.45996094,87769
RS,SERTÃO,121542.203125,6644,18293.52929688,89117
RS,SÃO SEBASTIÃO DO CAÍ,354538.71875,21272,16666.91992188,88935
RS,JAGUARI,137539.421875,11762,11693.54003906,87238
RS,ESTRELA,633926.8125,30603,20714.52929688,86533
RS,NOVA BOA VISTA,33201.2890625,2113,15712.87011719,87203
RS,CANUDOS DO VALE,21523.9140625,2004,10740.48046875,89109
RS,BENTO GONÇALVES,2591081.5,106999,24215.93945312,85413
RS,NOVO TIRADENTES,25313.7265625,2387,10604.83007812,87300
RS,TEUTÔNIA,613187.8125,27215,22531.25,98213
RS,SÃO JOÃO DO POLÊSINE,35900.1484375,2782,12904.44042969,87700
RS,SÃO VALENTIM,45793.0,3996,11459.70996094,88978
RS,ITACURUBI,51409.2890625,3712,13849.49023438,85901
RS,CHARQUEADAS,723649875.0,36045,20076.2890625,86932
RS,ALPESTRE,87360.328125,8880,9837.87011719,85090
RS,COQUEIROS DO SUL,45537.92578125,3342,13625.95019531,86606
RS,TRÊS PALMEIRAS,59938.80859375,4469,13412.12988281,86142
RS,CONSTANTINA,117948.4921875,10191,11573.79003906,86134
RS,SOBRADINHO,170510.5,14744,11564.74023438,89176
RS,CRUZ ALTA,1524519.25,64438,23658.69921875,86193
RS,CERRITO,51965.35546875,6767,7679.22998047,88641
RS,LAGOÃO,59938.05078125,6702,8943.30957031,85260
RS,GUAPORÉ,334787625.0,22589,14820.83007812,86878
RS,IVOTI,364619.03125,20160,18086.25976562,87173
RS,MINAS DO LEÃO,81327.3671875,8124,10010.75,87068
RS,FLORES DA CUNHA,517292.5,26695,19377.88085938,86614
RS,TERRA DE AREIA,84932.109375,10389,8175.20019531,85162
RS,BOA VISTA DO SUL,37583.06640625,2700,13919.65039062,88161
RS,SÃO VALÉRIO DO SUL,25478.38085938,2729,9336.16015625,87866
RS,SETE DE SETEMBRO,23714.16796875,2134,11112.54003906,88706
RS,IBIRUBÁ,548263.9375,19358,28322.34960938,87017
RS,VERA CRUZ,418724.6875,23928,17499.359375,89575
RS,TAPERA,243322.9375,10787,22557.05078125,89230
RS,PORTO LUCENA,49653.62890625,5587,8887.34960938,88030
RS,PORTO MAUÁ,31846.53320312,2580,12343.62011719,87467
RS,MORRINHOS DO SUL,32064.82617188,3263,9826.79003906,87122
RS,BOA VISTA DO BURICÁ,85096.53125,6655,12786.86035156,85430
RS,PROGRESSO,74208.53125,6420,11558.95996094,84760
RS,MULITERNO,30497.47851562,1872,16291.38964844,87165
RS,ITAQUI,779404.3125,36560,21318.5,87130
RS,CARAÁ,43464.18359375,7606,5714.45996094,88340
RS,HERVAL,69569.1875,7120,9770.95019531,86398
RS,BARRACÃO,97695.7890625,5401,18088.4609375,85359
RS,CHARRUA,44772.2265625,3642,12293.30957031,86568
RS,FONTOURA XAVIER,103708.546875,11335,9149.41015625,86630
RS,MAXIMILIANO DE ALMEIDA,54290.7890625,5050,10750.65039062,87459
RS,ALTO FELIZ,27727.14453125,3067,9040.48046875,86282
RS,MIRAGUAÍ,48548.41015625,4986,9736.95019531,87475
RS,SÃO DOMINGOS DO SUL,37326.453125,2961,12606.03027344,84832
RS,GUARANI DAS MISSÕES,180706.109375,8414,21476.83984375,86894
RS,SÃO MIGUEL DAS MISSÕES,168247.109375,7656,21975.84960938,85480
RS,SÃO BORJA,1158438625.0,63035,18377.69921875,88633
RS,JABOTICABA,45350.16015625,4204,10787.37988281,84786
RS,MOSTARDAS,208354.046875,12392,16813.58984375,87513
RS,BARRA FUNDA,63942.12890625,2453,26066.91015625,86401
RS,MATO QUEIMADO,25251.08203125,1880,13431.4296875,89303
RS,PASSO FUNDO,3728977.5,187507,19887.140625,87858
RS,FARROUPILHA,1371059625.0,63375,21634.08007812,86550
RS,MONTENEGRO,1456599.25,59557,24457.23046875,87491
RS,PINHAL,39902.15234375,2401,16618.97070312,85340
RS,AGUDO,264831875.0,17063,15520.83007812,85014
RS,OSÓRIO,612182.75,41642,14701.08984375,87734
RS,SÃO JOSÉ DO HORTÊNCIO,64114.3984375,4173,15364.09960938,85324
RS,ARATIBA,329343375.0,6690,49229.19921875,85170
RS,SANTO ÂNGELO,1098653.0,75445,14562.29980469,88536
RS,BOM RETIRO DO SUL,134730.1875,11623,11591.69042969,85472
RS,CRISTAL DO SUL,26768.12109375,3099,8637.66015625,88528
RS,NOVO CABRAIS,50046.81640625,3960,12638.08007812,88684
RS,GIRUÁ,346595.78125,17139,20222.640625,86797
RS,GETÚLIO VARGAS,230666.703125,16345,14112.37011719,86770
RS,ESTEIO,2227060.0,81170,27436.98046875,86517
RS,INHACORÁ,27698.70703125,2341,11832.0,86827
RS,NOVA ESPERANÇA DO SUL,64322.1953125,5180,12417.41015625,85120
RS,COQUEIRO BAIXO,16435.03710938,1610,10208.09960938,89168
RS,DOIS LAJEADOS,56396.12890625,3484,16187.1796875,84824
RS,SANTA MARIA,3457584.75,268969,12854.95996094,88412
RS,IRAÍ,76730.8984375,8518,9008.08984375,87114
RS,SANTA BÁRBARA DO SUL,269983.96875,9164,29461.36914062,88374
RS,GRAVATAÍ,5628742.5,269446,20890.06054688,86835
RS,IJUÍ,1491002875.0,79719,18703.23046875,87050
RS,NOVA ARAÇÁ,177862.4375,4075,43647.21875,87599
RS,TRÊS COROAS,410240.34375,24786,16551.2890625,89370
RS,MARAU,1122898375.0,36643,30644.27929688,87378
RS,ARROIO DOS RATOS,120845.828125,14181,8521.66992188,85219
RS,SÃO FRANCISCO DE PAULA,322701.8125,22503,14340.38964844,88676
RS,SAPUCAIA DO SUL,1767158.5,126316,13989.98046875,89010
RS,CAMPO NOVO,72882.3671875,5419,13449.41015625,85790
RS,RONDA ALTA,145564.03125,9865,14755.59960938,88250
RS,TAQUARI,376346.8125,26626,14134.55957031,89290
RS,TAPEJARA,461480.8125,19147,24101.99023438,89214
RS,CONDOR,164325.484375,6873,23908.83984375,86118
RS,SANTA TEREZA,24639.33789062,1893,13016.03027344,87629
RS,VICTOR GRAEFF,81178.4609375,3120,26018.74023438,89699
RS,PAVERAMA,72262.53125,7841,9215.98046875,85146
RS,SÃO MARCOS,307391.84375,20537,14967.70996094,88838
RS,SANTA ROSA,1305199625.0,66059,19758.08984375,88471
RS,CAPIVARI DO SUL,117816.9765625,3528,33394.828125,88200
RS,ESPUMOSO,281323.28125,15435,18226.3203125,86479
RS,SÃO PEDRO DO SUL,188440.59375,17073,11037.33984375,88919
RS,TUPANCI DO SUL,22554.49609375,1781,12663.95019531,88021
RS,SÃO PEDRO DAS MISSÕES,22753.234375,2051,11093.73046875,89486
RS,GENTIL,43079.91796875,1574,27369.7109375,86746
RS,IBARAMA,53799.26171875,4443,12108.76953125,84972
RS,NOVA RAMADA,51088.55859375,2464,20733.99023438,88560
RS,JACUIZINHO,44878.171875,2765,16230.79980469,89265
RS,MARIANA PIMENTEL,44338.70703125,4173,10625.13964844,87009
RS,SANTIAGO,496870.46875,51160,9712.08984375,88510
RS,TENENTE PORTELA,142915875.0,14253,10027.0703125,89311
RS,PORTO VERA CRUZ,22020.046875,2038,10804.73046875,87483
RS,SALVADOR DO SUL,139793.515625,7165,19510.609375,88331
RS,NOVO HAMBURGO,4499416.0,257746,17456.77929688,87718
RS,FAGUNDES VARELA,52355.99609375,2607,20082.84960938,84930
RS,MAÇAMBARÁ,134769.140625,4375,30804.36914062,88447
RS,QUINZE DE NOVEMBRO,78385.8828125,3678,21312.09960938,84875
RS,CERRO GRANDE,23237.73828125,2659,8739.28027344,85227
RS,HUMAITÁ,71322.4453125,4999,14267.33984375,86959
RS,DOIS IRMÃOS,555140.3125,26421,21011.33007812,86258
RS,VISTA ALEGRE DO PRATA,25530.92382812,1505,16964.0703125,85863
RS,ERECHIM,2099846.25,97916,21445.38085938,86371
RS,IMBÉ,188084.265625,16301,11538.20019531,85685
RS,CAMPOS BORGES,46183.6484375,3693,12505.73046875,85200
RS,PANTANO GRANDE,144975.21875,9794,14802.45019531,84980
RS,SALVADOR DAS MISSÕES,63773.171875,2671,23876.140625,87580
RS,SEGREDO,83060.3828125,7301,11376.58007812,85529
RS,TAQUARA,563392.4375,55473,10156.16015625,89273
RS,TRÊS ARROIOS,34917.92578125,3079,11340.66992188,84743
RS,IBIRAPUITÃ,55098.28515625,4315,12769.00976562,84964
RS,ARROIO DO MEIO,527789875.0,19059,27692.41992188,85197
RS,RONDINHA,82017.515625,5736,14298.73046875,88277
RS,LAVRAS DO SUL,143841.15625,8399,17125.99023438,87319
RS,PAIM FILHO,53447.82421875,4526,11809.05957031,87750
RS,NOVA HARTZ,323488.78125,17772,18202.16015625,84816
RS,TUPANDI,114727.6875,3931,29185.36914062,85723
RS,CANDELÁRIA,409361.71875,30423,13455.66992188,85812
RS,SÃO MARTINHO DA SERRA,66114.0390625,3579,18472.76953125,87785
RS,SINIMBU,121152.40625,10706,11316.30957031,87947
RS,ACEGUÁ,115000.703125,4347,26455.18945312,88986
RS,CRISTAL,93160.71875,7393,12601.20996094,85464
RS,CAXIAS DO SUL,12509582.0,410166,30498.83007812,85995
RS,SEBERI,137429.21875,11098,12383.24023438,89052
RS,DOIS IRMÃOS DAS MISSÕES,47824.69140625,2444,19568.19921875,86681
RS,GRAMADO DOS LOUREIROS,21962.37695312,2399,9154.79980469,86762
RS,PARAÍSO DO SUL,99716.1171875,7643,13046.71972656,85987
RS,PONTE PRETA,23686.04882812,1846,12831.00976562,87440
RS,ROSÁRIO DO SUL,535277.0,41746,12822.24023438,88315
RS,DOM FELICIANO,155935.0,15300,10191.83007812,86274
RS,ARROIO DO SAL,80252.4140625,7291,11007.04980469,85308
RS,VISTA ALEGRE,37703.0859375,2932,12859.16992188,85600
RS,MORMAÇO,48588.73046875,2713,17909.58984375,87106
RS,NOVA CANDELÁRIA,64413.734375,2789,23095.640625,88226
RS,ARROIO GRANDE,313982.40625,18748,16747.51953125,85251
RS,CRUZALTENSE,28069.95703125,2266,12387.45019531,89206
RS,FELIZ,186196.921875,12198,15264.54980469,86592
RS,PRESIDENTE LUCENA,35092.86328125,2526,13892.66015625,87505
RS,PEDRAS ALTAS,47907.4765625,2638,18160.52929688,89567
RS,IPIRANGA DO SUL,44232.87890625,2029,21800.33007812,85243
RS,ROLADOR,39476.296875,2869,13759.59960938,89400
RS,SANTA CLARA DO SUL,83222.2421875,5868,14182.38964844,87602
RS,MANOEL VIANA,97963.34375,6954,14087.33984375,86940
RS,TRINDADE DO SUL,68865.65625,6105,11280.20996094,85006
RS,ALTO ALEGRE,33629.3828125,1945,17290.16992188,84808
RS,TAQUARUÇU DO SUL,35305.75390625,2925,12070.33984375,85669
RS,SOLEDADE,326182.90625,31028,10512.53027344,89192
RS,GENERAL CÂMARA,107045.65625,9101,11761.96972656,86738
RS,VILA NOVA DO SUL,51036.37109375,4401,11596.54003906,88102
RS,BENJAMIN CONSTANT DO SUL,16956.55664062,2188,7749.79980469,88420
RS,BARÃO,79637.046875,5444,14628.41015625,86223
RS,AUGUSTO PESTANA,127803.0390625,7361,17362.1796875,85294
RS,RELVADO,25592.65039062,2244,11404.91992188,85766
RS,SALTO DO JACUÍ,183266.203125,12770,14351.30957031,89753
RS,POUSO NOVO,31436.0234375,1998,15733.75,85421
RS,JÚLIO DE CASTILHOS,395731.46875,19947,19839.15039062,87254
RS,BOSSOROCA,120348.65625,7885,15262.99023438,85499
RS,ALVORADA,1187824.0,213894,5553.33007812,85111
RS,JÓIA,186524.0,8566,21774.91992188,98299
RS,BOQUEIRÃO DO LEÃO,86161.296875,8097,10641.13964844,84921
RS,RIOZINHO,58770.5390625,4664,12600.88964844,85740
RS,NONOAI,190189.0625,12601,15093.16992188,87572
RS,PINHAL DA SERRA,128237.7109375,2022,63421.21875,89362
RS,PINHEIRO MACHADO,160294.609375,13152,12187.84960938,87939
RS,EREBANGO,42355.85546875,2936,14426.37988281,85081
RS,NOVA ROMA DO SUL,87606.0859375,3754,23336.73046875,84751
RS,CAMPINA DAS MISSÕES,67743.1875,6352,10664.86035156,85731
RS,PASSA SETE,65306.01171875,5280,12368.55957031,88889
RS,GUAÍBA,1945150125.0,96603,20135.5,86851
RS,TORRES,388930.90625,33944,11458.01953125,89338
RS,ITAARA,45710.33984375,4812,9499.24023438,88382
RS,SANTA CRUZ DO SUL,4378957.0,122451,35760.890625,88390
RS,CIRÍACO,68954.5859375,5020,13735.96972656,86070
RS,BOA VISTA DO CADEADO,87853.0,2525,34793.26953125,89044
RS,ILÓPOLIS,54794.12890625,4331,12651.61035156,87076
RS,ARROIO DO TIGRE,208363.0,13208,15775.50976562,85235
RS,CORONEL PILAR,24520.734375,1645,14906.21972656,89184
RS,CANGUÇU,545155.0,56064,9723.79980469,85871
RS,SÃO JOSÉ DO INHACORÁ,28957.25976562,2122,13646.20996094,87742
RS,BOM PRINCÍPIO,208189875.0,11731,17746.99023438,98230
RS,LINDOLFO COLLOR,104277.5390625,5732,18192.16992188,86908
RS,QUARAÍ,235271.359375,22883,10281.49023438,88099
RS,DAVID CANABARRO,75632625.0,4857,15571.87988281,86231
RS,SALDANHA MARINHO,72683.40625,3019,24075.3203125,85561
RS,ENCANTADO,411468.25,20530,20042.2890625,86339
RS,BARRA DO GUARITA,21980.63671875,3067,7166.81982422,86363
RS,MACHADINHO,57150.171875,5623,10163.63964844,87351
RO,ITAPUÃ DO OESTE,84785.7265625,8235,10295.78027344,493
RO,ARIQUEMES,1040960.8125,85541,12169.13964844,78
RO,SÃO FELIPE D'OESTE,71718.96875,6412,11185.12011719,-
RO,PIMENTA BUENO,513631.90625,33984,15113.9296875,116
RO,MONTE NEGRO,145329.3125,12708,11436.04980469,663
RO,COLORADO DO OESTE,212184.0,17822,11905.73046875,230
RO,JI-PARANÁ,1401586375.0,111010,12625.76953125,51
RO,VILHENA,1187763.5,69866,17000.58984375,132
RO,ALTO ALEGRE DOS PARECIS,160794.796875,11875,13540.61035156,736
RO,ALTO PARAÍSO,179099.90625,17569,10194.08984375,639
RO,CACOAL,908886375.0,78675,11552.41992188,94
RO,SÃO FRANCISCO DO GUAPORÉ,204591.984375,16491,12406.28027344,795
RO,URUPÁ,119746.1875,13661,8765.54980469,566
RO,VALE DO PARAÍSO,88993.171875,8913,9984.65039062,558
RO,NOVA UNIÃO,69908.515625,7944,8800.16992188,744
RO,BURITIS,326336875.0,34693,9406.41992188,779
RO,ROLIM DE MOURA,520219.5625,50499,10301.58007812,299
RO,TEIXEIRÓPOLIS,54467.28515625,5010,10871.70996094,752
RO,CHUPINGUAIA,184094.6875,7843,23472.48046875,809
RO,CANDEIAS DO JAMARI,231911.1875,17547,13216.5703125,477
RO,JARU,650214.25,53943,12053.73046875,159
RO,CAMPO NOVO DE RONDÔNIA,132686.515625,12915,10273.83007812,671
RO,SERINGUEIRAS,130260.3828125,12117,10750.21972656,582
RO,ALTA FLORESTA D'OESTE,305759.46875,24354,12554.79003906,-
RO,THEOBROMA,128036.203125,10325,12400.59960938,590
RO,ALVORADA D'OESTE,159415.359375,17127,9307.83984375,-
RO,NOVA MAMORÉ,226439.9375,22337,10137.44042969,434
RO,CABIXI,104578.7578125,6695,15620.4296875,450
RO,SÃO MIGUEL DO GUAPORÉ,283618.65625,23201,12224.41992188,418
RO,PRESIDENTE MÉDICI,245843.890625,22519,10917.1796875,191
RO,PRIMAVERA DE RONDÔNIA,45551.33203125,3765,12098.62988281,728
RO,ESPIGÃO D'OESTE,319634.03125,28892,11063.05957031,-
RO,OURO PRETO DO OESTE,406834.21875,36725,11077.84960938,175
RO,NOVA BRASILÂNDIA D'OESTE,163247.671875,17698,9224.0703125,-
RO,MINISTRO ANDREAZZA,96860.171875,10572,9161.95019531,604
RO,CEREJEIRAS,237927.984375,16622,14314.04003906,272
RO,SANTA LUZIA D'OESTE,114667.953125,9348,12266.58007812,-
RO,MACHADINHO D'OESTE,303792.15625,33159,9161.6796875,-
RO,GOVERNADOR JORGE TEIXEIRA,123563.3515625,11593,10658.44042969,612
RO,PORTO VELHO,6607641.5,382829,17260.02929688,35
RO,COSTA MARQUES,120065.4296875,14452,8307.87988281,213
RO,NOVO HORIZONTE DO OESTE,113287.5234375,9720,11655.09960938,515
RO,RIO CRESPO,89956.921875,3290,27342.52929688,647
RO,GUAJARÁ-MIRIM,489898.8125,40762,12018.51953125,19
RO,CACAULÂNDIA,102527.7109375,5736,17874.4296875,620
RO,PARECIS,83712.1875,4802,17432.76953125,701
RO,PIMENTEIRAS DO OESTE,68966.140625,2415,28557.41015625,787
RO,CASTANHEIRAS,53634.8203125,3685,14554.90039062,531
RO,VALE DO ANARI,114088.8984375,9100,12537.24023438,698
RO,CUJUBIM,193657.34375,14889,13006.74023438,680
RO,CORUMBIARA,192810.28125,9680,19918.41992188,655
RO,MIRANTE DA SERRA,120002.546875,12363,9706.58984375,574
RR,SÃO JOÃO DA BALIZA,59372.453125,6028,9849.45019531,3131
RR,PACARAIMA,93442.5703125,9220,10134.76953125,3123
RR,MUCAJAÍ,146580.046875,13188,11114.65039062,3093
RR,BONFIM,111137.0234375,10726,10361.45996094,3077
RR,ALTO ALEGRE,141954.3125,14205,9993.25976562,3050
RR,CARACARAÍ,170841.40625,19235,8881.79980469,3034
RR,NORMANDIA,74608.90625,7527,9912.16992188,3115
RR,CAROEBE,77312.140625,7569,10214.30957031,3000
RR,RORAINÓPOLIS,231527.21875,26546,8721.74023438,3085
RR,SÃO LUIZ,54417.3203125,5979,9101.41015625,3158
RR,CANTÁ,146091.0625,11942,12233.37988281,3069
RR,AMAJARI,71165.2890625,8249,8627.13964844,3042
RR,IRACEMA,71115.2734375,6250,11378.44042969,3026
RR,BOA VISTA,4090497.0,266901,15325.90039062,3018
RR,UIRAMUTÃ,53429.1328125,7934,6734.20019531,3107
SC,OTACÍLIO COSTA,364577.8125,16587,21979.73046875,83976
SC,JOSÉ BOITEUX,50867.8984375,5054,10064.87988281,80101
SC,CORDILHEIRA ALTA,128883.09375,3531,36500.44921875,81043
SC,MELEIRO,158156.390625,7063,22392.24023438,82112
SC,SÃO JOSÉ DO CERRITO,78940.25,10624,7430.37011719,83313
SC,PERITIBA,46664.69921875,2977,15675.08007812,82473
SC,SANTA CECÍLIA,201708875.0,15928,12663.79003906,83054
SC,SÃO JOÃO DO SUL,84870.84375,7174,11830.33984375,83232
SC,RIO DAS ANTAS,86345.3984375,6237,13844.05957031,82830
SC,MORRO DA FUMAÇA,370818.0,16128,22992.18945312,82198
SC,ERMO,40582.9296875,1857,21854.02929688,81167
SC,RIO DO SUL,1234667.5,59962,20590.83007812,82910
SC,TRÊS BARRAS,377119.4375,18708,20158.18945312,83593
SC,CUNHA PORÃ,231428.96875,11079,20888.98046875,80918
SC,ITAPOÁ,136989625.0,11489,11923.54980469,81663
SC,OURO VERDE,63212.0859375,2179,29009.6796875,80845
SC,JARDINÓPOLIS,23165.56445312,1881,12315.55957031,81140
SC,ABDON BATISTA,35731.484375,2805,12738.5,80225
SC,BOM JARDIM DA SERRA,47566.6953125,4383,10852.54003906,83895
SC,TIMBÓ,857392.6875,35303,24286.6796875,83577
SC,SÃO JOAQUIM,309743.09375,25122,12329.54980469,83259
SC,PALMA SOLA,118605.6171875,8145,14561.76953125,82350
SC,CUNHATAÍ,23290.72070312,1948,11956.21972656,81620
SC,SIDERÓPOLIS,227415.109375,12967,17537.99023438,83470
SC,BARRA VELHA,322263875.0,19861,16225.95996094,80411
SC,BRUSQUE,2431683.25,102280,23774.76953125,80551
SC,SÃO JOSÉ DO CEDRO,258714.359375,14155,18277.24023438,83291
SC,BOM JESUS,58548.26171875,2427,24123.72070312,81388
SC,SANTA TEREZINHA DO PROGRESSO,38022.19921875,3062,12417.44042969,81507
SC,BALNEÁRIO PIÇARRAS,237103.515625,14845,15971.94042969,82511
SC,PLANALTO ALEGRE,29832.25390625,2767,10781.44042969,80543
SC,PETROLÂNDIA,102293.9765625,6188,16531.01953125,82490
SC,WITMARSUM,57898.19921875,3584,16154.62988281,83810
SC,MAJOR VIEIRA,126102.90625,7675,16430.34960938,82031
SC,ÁGUAS FRIAS,56920.30078125,2641,21552.56054688,80500
SC,MODELO,48248.37109375,3862,12493.11035156,82139
SC,CHAPADÃO DO LAGEADO,47381.171875,2882,16440.38085938,81701
SC,PASSO DE TORRES,51858.28125,5690,9113.9296875,80403
SC,MAJOR GERCINO,35983.98046875,2869,12542.33984375,82015
SC,ASCURRA,89889.0078125,6945,12942.98046875,80330
SC,PORTO UNIÃO,281775.84375,33408,8434.37988281,82678
SC,SCHROEDER,185846.4375,14000,13274.75,83437
SC,GUARAMIRIM,1326661625.0,31910,41575.109375,81272
SC,PRESIDENTE NEREU,34406.22265625,2324,14804.74023438,82775
SC,APIÚNA,226588625.0,10996,20606.4609375,80063
SC,SÃO JOSÉ,4193678.75,201746,20786.91992188,83275
SC,SÃO CRISTOVÃO DO SUL,62822.234375,5087,12349.55957031,-
SC,CAMBORIÚ,445473.53125,57793,7708.08984375,80616
SC,IÇARA,949617.0625,57103,16629.90039062,81370
SC,MONTE CARLO,94318.484375,9144,10314.79003906,80004
SC,BENEDITO NOVO,119515.84375,10335,11564.1796875,80438
SC,CORONEL FREITAS,165294.203125,10520,15712.37988281,80853
SC,TIGRINHOS,21709.40429688,1768,12279.0703125,81680
SC,FAXINAL DOS GUEDES,209834.78125,10585,19823.7890625,81035
SC,CAPINZAL,579022.8125,18996,30481.30078125,80756
SC,GAROPABA,197513.6875,16710,11820.08984375,81132
SC,ÁGUAS MORNAS,53939.671875,4503,11978.61035156,80110
SC,TROMBUDO CENTRAL,132319.421875,6520,20294.390625,83658
SC,LAURENTINO,140022.296875,5757,24322.08984375,81876
SC,PORTO BELO,413353.3125,14228,29052.09960938,82651
SC,BLUMENAU,7678830.0,299416,25646.01953125,80470
SC,CORUPÁ,201837.359375,13380,15085.0,80870
SC,FLORIANÓPOLIS,8287890.0,408161,20305.43945312,81051
SC,RIO DOS CEDROS,140995.3125,10170,13863.84960938,82899
SC,IPUMIRIM,186467.6875,7400,25198.33984375,81515
SC,LUIZ ALVES,207784.828125,9506,21858.27929688,-
SC,DOUTOR PEDRINHO,38462.61328125,3432,11207.05957031,80080
SC,PAINEL,29384.24804688,2357,12466.79980469,81264
SC,ARROIO TRINTA,47939.61328125,3638,13177.45996094,80314
SC,IBIRAMA,210702.828125,17469,12061.53027344,81353
SC,JARAGUÁ DO SUL,4697090.0,139017,33787.87890625,81752
SC,GUARUJÁ DO SUL,97872625.0,4870,20097.05078125,81299
SC,IRINEÓPOLIS,186795125.0,10748,17379.51953125,81558
SC,CAIBI,100527.7578125,6392,15727.12011719,80594
SC,GASPAR,1179397125.0,55489,21254.609375,81175
SC,TAIÓ,304213.6875,17522,17361.81054688,83518
SC,SÃO BENTO DO SUL,1501101.0,76514,19618.640625,83119
SC,BOM JESUS DO OESTE,27839.12890625,2065,13481.41992188,81469
SC,PINHEIRO PRETO,68567.0,3048,22495.74023438,82554
SC,CONCÓRDIA,1650183625.0,70393,23442.43945312,80837
SC,HERVAL D'OESTE,326972.25,19323,16921.40039062,81310
SC,PALHOÇA,1693864.25,130878,12942.30957031,82333
SC,BOCAINA DO SUL,48069.1328125,3128,15367.37011719,81280
SC,PRINCESA,33004.6796875,2687,12283.09960938,81647
