UF,CIDADE,PIB,POPULACAO,PIB_PERCAPITA,COD_TSE
AC,MARECHAL THAUMATURGO,109181.8671875,14275,7648.47021484,1040
AC,SENADOR GUIOMARD,217153.859375,19697,11024.71972656,1538
AC,ASSIS BRASIL,48347.30078125,5662,8538.91015625,1570
AC,EPITACIOLÂNDIA,129641.09375,14224,9114.25,1112
AC,MANOEL URBANO,61478.73046875,7505,8191.70019531,1554
AC,TARAUACÁ,258505.0625,33883,7629.33984375,1473
AC,MÂNCIO LIMA,103294.7421875,14774,6991.66015625,1090
AC,PLÁCIDO DE CASTRO,204410.5625,18235,11209.79003906,1511
AC,SANTA ROSA DO PURUS,28091.17382812,4358,6445.89013672,1031
AC,CRUZEIRO DO SUL,684349.25,77004,8887.19042969,1074
AC,FEIJÓ,239317.046875,32261,7418.14990234,1139
AC,SENA MADUREIRA,371556.0625,36166,10273.62988281,1457
AC,CAPIXABA,89052.6796875,9287,9588.95996094,1015
AC,RIO BRANCO,3837370.75,305954,12542.30957031,1392
AC,BRASILÉIA,194979.828125,20238,9634.33984375,1058
AC,ACRELÂNDIA,151120.015625,12241,12345.40039062,1120
AC,PORTO ACRE,160340.78125,14682,10920.91015625,1023
AC,BUJARI,88708.03125,6772,13099.24023438,1007
AC,PORTO WALTER,64432.35546875,8855,7276.37988281,1066
AC,RODRIGUES ALVES,153169.609375,13460,11379.61035156,1082
AC,XAPURI,150262.34375,15079,9965.00976562,1490
AC,JORDÃO,41673.13671875,6520,6391.58984375,1104
AL,DOIS RIACHOS,35078.25390625,11200,3131.98999023,27499
AL,BELÉM,19550.015625,5083,3846.15991211,27154
AL,SANTANA DO MUNDAÚ,52134.53515625,12039,4330.47021484,28614
AL,CAMPO ALEGRE,182361.03125,47209,3862.84008789,27278
AL,PASSO DE CAMARAGIBE,59784.6875,14261,4192.18017578,28290
AL,MARECHAL DEODORO,620477.5,47623,13028.95019531,27936
AL,SÃO MIGUEL DOS MILAGRES,29789.48828125,7601,3919.14990234,28738
AL,OLHO D'ÁGUA DO CASADO,27759.3671875,8517,3259.29003906,28150
AL,PAULO JACINTO,24402.88085938,7772,3139.85009766,28312
AL,PILAR,174139.0625,32655,5332.68994141,28371
AL,CACIMBINHAS,39280.7421875,10182,3857.86010742,27235
AL,JACUÍPE,29361.71679688,7045,4167.74023438,27693
AL,MINADOR DO NEGRÃO,22713.8515625,5292,4292.10986328,28053
AL,ANADIA,72170.7265625,17740,4068.25,27030
AL,SENADOR RUI PALMEIRA,35231.92578125,13110,2687.40991211,28916
AL,PARICONHA,32510.77148438,10539,3084.81005859,27022
AL,MATA GRANDE,70679.9765625,25309,2792.67993164,27995
AL,MESSIAS,62115.51171875,15899,3906.87988281,28037
AL,TAQUARANA,67490.1875,18848,3580.76000977,28819
AL,TEOTÔNIO VILELA,186967.0625,41935,4458.5,28932
AL,CANAPI,53345.25390625,18397,2899.66992188,27316
AL,OLHO D'ÁGUA GRANDE,16447.203125,4963,3313.95996094,28177
AL,BRANQUINHA,42036.96875,12215,3441.41992188,27219
AL,MAJOR ISIDORO,73942.796875,19530,3786.11010742,27871
AL,COLÔNIA LEOPOLDINA,106579.5234375,20181,5281.18017578,27413
AL,CORURIPE,463296.53125,53369,8681.0,27456
AL,NOVO LINO,47015875.0,12449,3776.67993164,28118
AL,ÁGUA BRANCA,59232.4921875,19989,2963.25,27014
AL,PALMEIRA DOS ÍNDIOS,358377.4375,72564,4938.77978516,28258
AL,BATALHA,66246.3359375,16919,3915.5,27138
AL,IBATEGUARA,56599.32421875,15863,3568.01000977,27596
AL,UNIÃO DOS PALMARES,400757.65625,62727,6388.91992188,28851
AL,OURO BRANCO,32711.80273438,11504,2843.52001953,28215
AL,JUNQUEIRO,98153.7734375,25290,3881.12988281,27790
AL,SÃO BRÁS,27549.03125,7062,3901.02001953,28630
AL,TRAIPU,68499.6875,25854,2649.47998047,28835
AL,CAMPESTRE,25780.65820312,6178,4172.97998047,27081
AL,JACARÉ DOS HOMENS,30879.77734375,5902,5232.08984375,27677
AL,OLIVENÇA,33409.52734375,10865,3074.9699707,28193
AL,BARRA DE SANTO ANTÔNIO,53292.31640625,14435,3691.87988281,27090
AL,BOCA DA MATA,152409.21875,26030,5855.14013672,27197
AL,PORTO CALVO,131020.25,26044,5030.72998047,28452
AL,LAGOA DA CANOA,60461.83984375,18196,3322.81005859,27812
AL,CAJUEIRO,77771.0703125,20825,3734.51000977,27251
AL,SATUBA,56080.00390625,14779,3794.57006836,28770
AL,SÃO SEBASTIÃO,123021.7890625,32181,3822.81005859,28754
AL,MARAGOGI,115097.2109375,26978,4266.33984375,27898
AL,MARIBONDO,55018.47265625,14144,3889.87988281,27952
AL,INHAPI,49013.73046875,18166,2698.10009766,27650
AL,DELMIRO GOUVEIA,276627.6875,48462,5708.14013672,27472
AL,PORTO DE PEDRAS,37205.45703125,10649,3493.80004883,28479
AL,SANTA LUZIA DO NORTE,53447.09765625,7572,7058.52001953,28576
AL,FLEXEIRAS,45588.03125,12290,3709.36010742,27553
AL,ROTEIRO,38793.6640625,6864,5651.75976562,28550
AL,JUNDIÁ,21836.53515625,4698,4648.04980469,27774
AL,TANQUE D'ARCA,18489.390625,5766,3206.62011719,28797
AL,ARAPIRACA,1658976875.0,210521,7880.33984375,27057
AL,OLHO D'ÁGUA DAS FLORES,70390.265625,20555,3424.47998047,28134
AL,VIÇOSA,95608.140625,26830,3563.47998047,28878
AL,MARAVILHA,33863.60546875,10110,3349.52001953,27910
AL,PÃO DE AÇÚCAR,85304.7265625,24534,3477.0,28274
AL,GIRAU DO PONCIANO,111610.8828125,36904,3024.36010742,27570
AL,CHÃ PRETA,26925.03125,7073,3806.72998047,27375
AL,MONTEIRÓPOLIS,22985.1328125,7292,3152.10009766,28070
AL,PALESTINA,15465.23339844,5071,3049.73999023,28231
AL,CAPELA,73067.953125,17366,4207.52978516,27332
AL,FELIZ DESERTO,34067.5078125,4568,7457.85986328,27537
AL,SÃO LUÍS DO QUITUNDE,179677.546875,32871,5466.14013672,28690
AL,PIRANHAS,73379.25,25107,2922.65991211,28410
AL,SÃO JOSÉ DA TAPERA,85124.4453125,31361,2714.34008789,28673
AL,MATRIZ DE CAMARAGIBE,102110.5078125,25493,4005.42993164,28010
AL,ATALAIA,208935.734375,53023,3940.4699706999995,27073
AL,QUEBRANGULO,43188.9765625,11566,3734.12988281,28517
AL,JOAQUIM GOMES,67053.9296875,22436,2988.67993164,27758
AL,LIMOEIRO DE ANADIA,74192875.0,26415,2808.73999023,27839
AL,BARRA DE SÃO MIGUEL,47460.00390625,7572,6267.83007812,27111
AL,JAPARATINGA,30499.59179688,7763,3928.84008789,27715
AL,ESTRELA DE ALAGOAS,48915.7578125,17251,2835.5300293,27049
AL,POÇO DAS TRINCHEIRAS,36296.9296875,12463,2912.37011719,28436
AL,PORTO REAL DO COLÉGIO,59886.03515625,18453,3245.33007812,28495
AL,JEQUIÁ DA PRAIA,108508.890625,11615,9342.12988281,27065
AL,RIO LARGO,364321.25,67797,5373.70996094,28533
AL,PIAÇABUÇU,66745.765625,18087,3690.26000977,28355
AL,MACEIÓ,10264218.0,936314,10962.37011719,27855
AL,COITÉ DO NÓIA,31372.484375,11127,2819.48999023,27391
AL,CRAÍBAS,73514.7890625,23294,3155.94995117,28894
AL,BELO MONTE,30603.25585938,7510,4075.0,27170
AL,COQUEIRO SECO,19754.61328125,5525,3575.5,27430
AL,MAR VERMELHO,15055.91699219,4131,3644.62011719,27979
AL,JARAMATAIA,23547.14648438,6140,3835.04003906,27731
AL,FEIRA GRANDE,67006.5546875,21824,3070.32006836,27510
AL,SÃO MIGUEL DOS CAMPOS,524210.28125,54064,9696.11035156,28711
AL,PARIPUEIRA,44169.84765625,10222,4321.06005859,27006
AL,IGACI,81381.578125,25865,3146.39990234,27618
AL,CARNEIROS,24778.15429688,8463,2927.82006836,27359
AL,CAMPO GRANDE,32337.46289062,9909,3263.43994141,27294
AL,PENEDO,313189.03125,61082,5127.35009766,28339
AL,IGREJA NOVA,129697.7734375,23807,5447.87988281,27634
AL,SANTANA DO IPANEMA,193882.71875,43699,4436.77978516,28592
AL,MURICI,109038.859375,26918,4050.7800293000005,28096
AL,SÃO JOSÉ DA LAJE,147755.59375,23112,6393.02001953,28657
AL,PINDOBA,14839.16210938,3246,4571.52001953,28398
AP,ITAUBAL,32050.08203125,3650,8780.83984375,6041
AP,PRACUÚBA,32157.5078125,3658,8791.00976562,6009
AP,VITÓRIA DO JARI,99332.9140625,11519,8623.40039062,6122
AP,CALÇOENE,107248.828125,9291,11543.29980469,6033
AP,PEDRA BRANCA DO AMAPARI,104478.9921875,8182,12769.37011719,-
AP,OIAPOQUE,230480.78125,20962,10995.16992188,6092
AP,AMAPÁ,81456.1328125,7802,10440.41992188,6017
AP,PORTO GRANDE,144603.140625,14951,9671.79980469,6025
AP,MAZAGÃO,114913.046875,14655,7841.22021484,6076
AP,LARANJAL DO JARI,323042.5,40357,8004.62011719,6130
AP,SANTANA,1104524875.0,97220,11361.08984375,6157
AP,CUTIAS,50685.06640625,4652,10895.33007812,6068
AP,SERRA DO NAVIO,109795.296875,3982,27572.90039062,6106
AP,FERREIRA GOMES,69937.7265625,5475,12774.00976562,6114
AP,TARTARUGALZINHO,119988.0234375,13769,8714.36035156,6173
AP,MACAPÁ,4679694.0,366484,12769.16015625,6050
AM,ENVIRA,69843.03125,17614,3965.19995117,2313
AM,NOVA OLINDA DO NORTE,108783.34375,31012,3507.7800293000005,2658
AM,MANAUS,40486108.0,1738641,23286.06054688,2550
AM,RIO PRETO DA EVA,216235.546875,26847,8054.37011719,98434
AM,COARI,1103350125.0,66991,16470.11914062,2259
AM,APUÍ,146993.34375,18597,7904.14013672,2003
AM,URUCARÁ,69487.6171875,15780,4403.52001953,2852
AM,AUTAZES,136269.859375,31774,4288.72021484,2070
AM,ANAMÃ,41735.99609375,8673,4812.18017578,2933
AM,NOVO AIRÃO,61709.34765625,15915,3877.42993164,2011
AM,ITAMARATI,36895.9296875,8281,4455.49023438,98370
AM,BENJAMIN CONSTANT,116750.1015625,31195,3742.59008789,2135
AM,TABATINGA,202660.984375,47948,4226.68017578,98477
AM,CODAJÁS,84273.59375,16291,5173.02001953,2275
AM,TONANTINS,67153.0078125,20286,3310.31005859,98515
AM,BOCA DO ACRE,149755.40625,31221,4796.62011719,2151
AM,EIRUNEPÉ,123005.4375,30901,3980.62988281,2291
AM,MANAQUIRI,82990.75,20836,3983.05004883,98396
AM,TEFÉ,293563.5,64671,4539.33984375,2810
AM,NHAMUNDÁ,86443.9765625,18474,4679.22021484,2631
AM,IRANDUBA,188022.75,33884,5549.00976562,98353
AM,BOA VISTA DO RAMOS,53763.04296875,13994,3841.86010742,2976
AM,ITACOATIARA,919967375.0,89440,10285.86035156,2410
AM,ALVARÃES,53516.7578125,13566,3944.91992188,2895
AM,BORBA,119983.046875,32496,3692.23999023,2178
AM,AMATURÁ,34505.6796875,8828,3908.65991211,2917
AM,GUAJARÁ,63766.28515625,15031,4242.31982422,2020
AM,CAREIRO DA VÁRZEA,112120.0625,24704,4538.54003906,2046
AM,ATALAIA DO NORTE,54603.19140625,14715,3710.7199706999995,2054
AM,URUCURITUBA,67527.9609375,18541,3642.09008789,2879
AM,NOVO ARIPUANÃ,85700.7265625,18952,4521.99023438,2674
AM,PRESIDENTE FIGUEIREDO,304599375.0,26282,11589.66015625,98418
AM,CAREIRO,117802.6171875,32638,3609.37011719,2232
AM,JURUÁ,40090.02734375,9275,4322.37011719,2470
AM,MAUÉS,226922.828125,49666,4568.97998047,2615
AM,PAUINI,69596.59375,19111,3641.69995117,2712
AM,TAPAUÁ,87235.609375,19884,4387.22998047,2798
AM,FONTE BOA,115856.546875,18803,6161.60009766,2330
AM,SÃO PAULO DE OLIVENÇA,109349.2890625,32958,3317.84008789,2755
AM,MARAÃ,109074.7265625,18135,6014.60009766,2593
AM,ITAPIRANGA,37870.4453125,9733,3890.92993164,2437
AM,CAAPIRANGA,45974.66015625,11170,4115.91015625,2992
AM,CANUTAMA,49871.54296875,11948,4174.04980469,2194
AM,UARINI,60242.65625,10108,5959.89990234,98493
AM,JAPURÁ,25534.7109375,4238,6025.18017578,2453
AM,SILVES,66035.21875,8543,7729.75,2771
AM,MANACAPURU,397942.40625,86472,4601.97998047,2534
AM,IPIXUNA,85468.484375,18202,4695.54980469,2399
AM,SANTO ANTÔNIO DO IÇÁ,94013.0,30351,3097.5300293,2739
AM,BERURI,78535.7421875,14705,5340.75,2950
AM,MANICORÉ,239006.1875,46773,5109.91992188,2577
AM,SÃO GABRIEL DA CACHOEIRA,202045.265625,41885,4823.81005859,2836
AM,SÃO SEBASTIÃO DO UATUMÃ,32970.34765625,9268,3557.43994141,98450
AM,JUTAÍ,68712.0,16791,4092.18994141,2496
AM,SANTA ISABEL DO RIO NEGRO,56945.6171875,18506,3077.13989258,2372
AM,HUMAITÁ,225637.4375,40735,5539.14990234,2356
AM,ANORI,74464.953125,14688,5069.77978516,2038
AM,BARCELOS,77717.203125,25410,3058.5300293,2097
AM,PARINTINS,460521.75,107250,4293.91015625,2690
AM,CARAUARI,120910.09375,26187,4617.18017578,2216
AM,BARREIRINHA,101256.609375,28162,3595.51000977,2119
AM,LÁBREA,394562.34375,39393,10016.04980469,2518
BA,TREMEDAL,57883.9921875,18433,3140.23999023,39357
BA,MAETINGA,23558.44726562,7884,2988.12988281,39756
BA,IBIRAPUÃ,74997.40625,7893,9501.75976562,35572
BA,GOVERNADOR MANGABEIRA,92903.8203125,20668,4495.06005859,35319
BA,IBITITÁ,62366.88671875,19410,3213.12988281,35637
BA,SÁTIRO DIAS,75908.4609375,18919,4012.29003906,38938
BA,IRAJUBA,29224.98828125,7666,3812.29003906,35858
BA,ITAQUARA,33105.69921875,7743,4275.56982422,36358
BA,CANSANÇÃO,112228.7734375,34093,3291.84008789,34355
BA,ITAPARICA,102586.6484375,20796,4933.0,36234
BA,NOVA REDENÇÃO,28909.56835938,9318,3102.55004883,37583
BA,IBICUÍ,69475.15625,16464,4219.81982422,35459
BA,SANTA RITA DE CÁSSIA,91663.0,27528,3329.81005859,35491
BA,NORDESTINA,35456.31640625,12670,2798.44995117,39799
BA,CORONEL JOÃO SÁ,76828.921875,18408,4173.66992188,34835
BA,PEDRO ALEXANDRE,58842.01171875,17698,3324.7800293,37850
BA,PRADO,285453.96875,26016,10972.25,38113
BA,IAÇU,109799.953125,28602,3838.88989258,35378
BA,ARACI,172730.890625,54713,3157.04003906,33413
BA,CORIBE,63455.30859375,14895,4260.18017578,34819
BA,ARAÇAS,97321.03125,12209,7971.25,-
BA,CONCEIÇÃO DO ALMEIDA,69316.4296875,17974,3856.47998047,34657
BA,BAIANÓPOLIS,60239.99609375,14195,4243.75,33499
BA,CRUZ DAS ALMAS,387271.40625,57098,6782.56982422,34959
BA,FEIRA DE SANTANA,6358135.5,591707,10745.41015625,35157
BA,JABORANDI,161163.734375,8895,18118.4609375,30678
BA,SANTALUZ,129238.140625,35416,3649.14990234,38610
BA,ALAGOINHAS,1298216375.0,137810,9420.33984375,33138
BA,ITIRUÇU,68143.1640625,16827,4049.62988281,36390
BA,MULUNGU DO MORRO,39825.95703125,13879,2869.51000977,37427
BA,CABACEIRAS DO PARAGUAÇU,58247.78515625,18569,3136.83007812,33960
BA,TANQUE NOVO,70092.859375,16466,4256.81982422,39918
BA,PLANALTINO,31850.30078125,8880,3586.75,37990
BA,SERRINHA,393287.0625,73859,5324.83984375,39098
BA,IPIAÚ,271794.59375,43723,6216.27978516,35793
BA,CONCEIÇÃO DO JACUÍPE,404286.28125,28769,14052.83984375,34690
BA,IBIRAPITANGA,94739.7421875,24223,3911.14990234,35556
BA,ITAPETINGA,658192.25,66665,9873.12988281,36293
BA,UMBURANAS,48177.484375,17096,2818.06005859,39489
BA,BREJÕES,92945.0078125,12446,7467.85986328,33855
BA,COARACI,88990.53125,22274,3995.26000977,34592
BA,MARCIONÍLIO SOUZA,41508.33203125,11061,3752.66992188,37176
BA,QUEIMADAS,95227.765625,28729,3314.68994141,38172
BA,ITABELA,201399.09375,26704,7541.91015625,35947
BA,SALVADOR,32824228.0,2998056,10948.5,38490
BA,JUSSIAPE,28544.64453125,8043,3549.0,36730
BA,LENÇÓIS,52895.79296875,10112,5230.99023438,36870
BA,ARAMARI,36618.66796875,9911,3694.75,33430
BA,ILHÉUS,1925639875.0,219266,8782.20996094,35734
BA,ANTÔNIO GONÇALVES,33189.3984375,11240,2952.79003906,33359
BA,ABAÍRA,29147.60742188,8821,3304.34008789,33014
BA,SOUTO SOARES,53800.0703125,19407,2772.19995117,39152
BA,BARRO ALTO,41433.265625,14172,2923.60009766,30759
BA,IBIPITANGA,43890.1875,14408,3046.23999023,35513
BA,CANUDOS,53531.296875,15366,3483.75,30856
BA,JOÃO DOURADO,97669.578125,21990,4441.54980469,30996
BA,CRISTÓPOLIS,47487.671875,14279,3325.69995117,34932
BA,RIBEIRA DO POMBAL,244964375.0,49263,4972.58007812,38334
BA,RETIROLÂNDIA,54673.390625,11798,4634.12011719,38237
BA,CALDEIRÃO GRANDE,43519.43359375,13922,3125.94995117,34096
BA,SANTANA,116221.203125,27259,4263.58984375,38652
BA,SANTO AMARO,307409.65625,58387,5265.04003906,38717
BA,IRARÁ,126903.78125,25811,4916.64990234,35912
BA,IBIRATAIA,104637.359375,24544,4263.25976562,35599
BA,XIQUE-XIQUE,183536.203125,47470,3866.36010742,39713
BA,RIO DE CONTAS,55162.2109375,13816,3992.62988281,38350
BA,CAMACAN,147744.5625,31113,4748.64013672,34118
BA,NOVA SOURE,79305.59375,26874,2951.02001953,37591
BA,CANÁPOLIS,32292.515625,11136,2899.83007812,34215
BA,LAMARÃO,30241.3203125,12995,2327.14990234,36838
BA,SAUBARA,58806.34765625,11632,5055.56982422,38946
BA,CONTENDAS DO SINCORÁ,18747.91796875,3886,4824.47998047,34754
BA,MORPARÁ,34771.55859375,8871,3919.68994141,37338
BA,PAU BRASIL,41465.12109375,12342,3359.67993164,37796
BA,SÃO DESIDÉRIO,981035875.0,27513,35657.1796875,38776
BA,AURELINO LEAL,57520.3515625,14280,4028.04003906,33472
BA,CONDE,88530.46875,23166,3821.57006836,34711
BA,BELMONTE,136881.390625,22553,6069.31982422,33677
BA,POJUCA,688526.25,32225,21366.2109375,38059
BA,BANZAÊ,36750.9375,11157,3293.97998047,33529
BA,ITUBERÁ,132642.828125,24169,5488.14013672,36471
BA,EUNÁPOLIS,1228962.0,99553,12344.79980469,30058
BA,MANOEL VITORINO,49992.703125,14138,3536.05004883,37095
BA,SANTO ESTÊVÃO,264766.96875,46855,5650.77001953,-
BA,NOVO HORIZONTE,37422.05078125,11092,3373.79003906,39942
BA,DOM MACEDO COSTA,16689.80078125,3951,4224.20019531,35033
BA,PONTO NOVO,59006.53125,14734,4004.79003906,38067
BA,BOTUPORÃ,37949.63671875,11048,3434.97998047,33839
BA,SANTA MARIA DA VITÓRIA,183714.421875,41758,4399.5,38636
BA,PARIPIRANGA,130894.5703125,29727,4403.22021484,37770
BA,CAPELA DO ALTO ALEGRE,39229.1484375,12824,3059.04003906,30813
BA,JANDAÍRA,47592.953125,10018,4750.74023438,36595
BA,PIATÃ,61809.6015625,18470,3346.48999023,37877
BA,ARATUÍPE,31970.6171875,8822,3623.95996094,33456
BA,ANTÔNIO CARDOSO,52209.5390625,12589,4147.22998047,33332
BA,CORAÇÃO DE MARIA,98000.1328125,23774,4122.16015625,34770
BA,ITAJUÍPE,114653.1328125,20490,5595.56982422,36110
BA,SERRA DOURADA,73857125.0,17858,4135.79980469,39055
BA,CONCEIÇÃO DA FEIRA,91810.5546875,20117,4563.83007812,34630
BA,RIO DO PIRES,36504.28125,11612,3143.66992188,38393
BA,ANTAS,54676.39453125,17583,3109.62011719,33316
BA,BUERAREMA,100712.0234375,20830,4834.95019531,33936
BA,BOQUIRA,67164.5625,22521,2982.31005859,33812
BA,PALMAS DE MONTE ALTO,77169.4921875,22061,3498.01000977,37699
BA,SANTA BRÍGIDA,52940.23828125,15652,3382.33007812,38539
BA,ITAPEBI,170321.296875,12003,14189.88964844,36277
BA,RAFAEL JAMBEIRO,96287.0234375,24004,4011.29003906,39853
BA,BONINAL,40729.69921875,13857,2939.29003906,33790
BA,MALHADA,65119.53125,16739,3890.29003906,37052
BA,NOVA CANAÃ,66926.8984375,20311,3295.11010742,37559
BA,UTINGA,83166.9765625,20448,4067.23999023,39551
BA,UIBAÍ,45636.62109375,14203,3213.16992188,39470
BA,POTIRAGUÁ,42641.50390625,9656,4416.06005859,38091
BA,ENCRUZILHADA,109143.96875,20720,5267.56982422,35076
BA,TAPIRAMUTÁ,73053.015625,17879,4085.9699706999995,39250
BA,VEREDA,48446.7578125,7346,6594.97998047,39640
BA,BARRO PRETO,27834.43945312,6417,4337.60986328,33650
BA,IPUPIARA,31431.71484375,9325,3370.68994141,35831
BA,ITAGI,52461.01171875,14162,3704.35009766,36030
BA,MUCUGÊ,229213.171875,14714,15577.90039062,37397
BA,IRAQUARA,105232.5078125,24415,4310.16015625,35890
BA,JACARACI,49422.328125,14837,3331.02001953,36498
BA,ITACARÉ,102075.2734375,27170,3756.90991211,35998
BA,ITORORÓ,77047.1640625,20930,3681.17993164,36439
BA,OUROLÂNDIA,76238.53125,17080,4463.60986328,37680
BA,ARACATU,43216.1328125,14316,3018.72998047,33391
BA,VITÓRIA DA CONQUISTA,3142676.75,318901,9854.70996094,39659
BA,CONDEÚBA,64649.53125,17210,3756.51000977,34738
BA,JACOBINA,523242.1875,79013,6622.22998047,36510
BA,MASCOTE,57532.8671875,16590,3467.91992188,37192
BA,CARDEAL DA SILVA,48083.140625,8618,5579.39013672,34398
BA,JAGUAQUARA,246394.6875,48206,5111.29003906,36536
BA,GANDU,173949.265625,31819,5466.83984375,35238
BA,ITAGUAÇU DA BAHIA,49661.08984375,13269,3742.63989258,36080
BA,CÂNDIDO SALES,93716.921875,27180,3448.01000977,34339
BA,CÍCERO DANTAS,119276.578125,31832,3747.07006836,34550
BA,BARRA DO MENDES,49816.65234375,14459,3445.37011719,33596
BA,JEQUIÉ,1552451.5,150541,10312.48046875,36617
BA,APORÁ,55787.8046875,18738,2977.26000977,33375
BA,GUARATINGA,102757.34375,22960,4475.49023438,35351
BA,MARACÁS,125397.140625,35990,3484.2199706999995,37117
BA,LAFAIETE COUTINHO,17013.38867188,3502,4858.18994141,36757
BA,TAPEROÁ,80988.609375,19388,4177.25,39233
BA,SANTA LUZIA,51422.97265625,15613,3293.60009766,39870
BA,CONCEIÇÃO DO COITÉ,292867.1875,62893,4656.58984375,34673
BA,BIRITINGA,53547.6875,14260,3755.10009766,33715
BA,IBIPEBA,58437.6796875,17666,3307.91992188,35475
BA,ANAGÉ,74545.8046875,25262,2950.90991211,33235
BA,IRECÊ,415895.0,66061,6295.62011719,35939
BA,MEDEIROS NETO,148739.390625,22752,6537.41992188,37230
BA,PLANALTO,110698.2578125,22151,4997.43994141,38016
BA,SALINAS DA MARGARIDA,62426.8046875,14194,4398.10986328,38474
BA,CAPIM GROSSO,121918.3125,27158,4489.22021484,30830
BA,JUAZEIRO,1745979625.0,243896,7158.70996094,36692
BA,DOM BASÍLIO,84668.9140625,11620,7286.47998047,35017
BA,SAÚDE,41634.6484375,12355,3369.86010742,38954
BA,CARAÍBAS,32104.37109375,10495,3059.02001953,34363
BA,LAJE,128748.09375,22180,5804.68994141,36773
BA,LAJEDINHO,19471.34375,4468,4357.95996094,36811
BA,QUIJINGUE,92821.9609375,28143,3298.22998047,-
BA,JUCURUÇU,64516.0703125,10516,6135.04003906,36706
BA,UBATÃ,101273.8515625,26355,3842.67993164,39454
BA,TEIXEIRA DE FREITAS,1051444375.0,125430,8382.71972656,39934
BA,TUCANO,169157.046875,49827,3394.88989258,39373
BA,ALMADINA,26828.51171875,6621,4052.0300293000005,33170
BA,MACURURÉ,24953.62890625,7834,3185.30004883,36994
BA,MIGUEL CALMON,107699.890625,27724,3884.7199706999995,37257
BA,SERRA DO RAMALHO,130961.890625,31809,4117.12988281,39047
BA,RIBEIRÃO DO LARGO,63719.88671875,14528,4386.00976562,38342
BA,BELO CAMPO,54279.22265625,15185,3574.5300293000005,33693
BA,CANAVIEIRAS,142412.078125,37041,3844.70996094,34258
BA,SÃO FRANCISCO DO CONDE,11437501.0,31699,360815.84375,38830
BA,ITIÚBA,129550.7890625,36996,3501.75,36412
BA,CAFARNAUM,61634.8046875,18314,3365.44995117,34053
BA,CRAVOLÂNDIA,21624.3203125,5713,3785.11010742,34894
BA,RODELAS,29632.92382812,7446,3979.70996094,38431
BA,UAUÁ,95182.21875,25159,3783.22998047,39390
BA,CAATIBA,34616.9453125,9450,3663.16992188,33952
BA,MUCURI,1009100.1875,35501,28424.56054688,37419
BA,EUCLIDES DA CUNHA,259546.765625,59193,4384.75,35130
BA,NOVA FÁTIMA,27641.48828125,7964,3470.80004883,37567
BA,URUÇUCA,80547.1640625,23237,3466.33007812,39535
BA,PINDOBAÇU,62869.55859375,20854,3014.75,37931
BA,LAJEDÃO,27027.58203125,3599,7509.75,36790
BA,VÁRZEA DA ROÇA,45801.265625,15171,3019.0,39977
BA,RIACHÃO DAS NEVES,260520.578125,23431,11118.62988281,38253
BA,CACULÉ,114526.578125,22557,5077.20996094,33995
BA,MILAGRES,42632.4140625,12092,3525.66992188,37273
BA,SENHOR DO BONFIM,441113.46875,76113,5795.50976562,39012
BA,NOVA VIÇOSA,248463.546875,36407,6824.60986328,37613
BA,NILO PEÇANHA,60193.390625,13274,4534.68017578,37532
BA,SANTA BÁRBARA,85315.9296875,20461,4169.68994141,38512
BA,SAPEAÇU,70579.2578125,17087,4130.58007812,38911
BA,IBIQUERA,17804.328125,5300,3359.31005859,35530
BA,LICÍNIO DE ALMEIDA,51710.9609375,13205,3916.01000977,36897
BA,CIPÓ,57489.546875,15758,3648.2800293000005,34576
BA,UNA,108985.7265625,24650,4421.33007812,39497
BA,IBITIARA,48967.69140625,16665,2938.36010742,35610
BA,FIRMINO ALVES,20694.26171875,5864,3529.04003906,35173
BA,SOBRADINHO,385661.53125,22026,17509.38085938,39985
BA,GENTIO DO OURO,34065.65234375,11988,2841.64990234,35254
BA,ITANAGRA,28108.08203125,6884,4083.10009766,36196
BA,SÃO GONÇALO DOS CAMPOS,231667.328125,30724,7540.27001953,38857
BA,CASA NOVA,301914.84375,66718,4525.24023438,34436
BA,BOA VISTA DO TUPIM,75152.75,18298,4107.16015625,33758
BA,JAGUARIPE,60391.05859375,17435,3463.7800293000005,36579
BA,SEBASTIÃO LARANJEIRAS,45913.02734375,11421,4020.05004883,38997
BA,JAGUARARI,263281.65625,30484,8636.71972656,36552
BA,LAGOA REAL,41611.04296875,14510,2867.75,36765
BA,MADRE DE DEUS,246407.75,16783,14681.99023438,39748
BA,SÃO JOSÉ DO JACUÍPE,36806.5546875,11134,3305.7800293,38865
BA,SENTO SÉ,147890.25,38735,3818.0,39039
BA,MANSIDÃO,32635.74023438,12244,2665.44995117,39772
BA,TEOFILÂNDIA,66410.25,21461,3094.45996094,39292
BA,VARZEDO,39785.59765625,9451,4209.66992188,39624
BA,IPECAETÁ,48456.55859375,15888,3049.87988281,35777
BA,UBAÍRA,86636.703125,21428,4043.14990234,39411
BA,URANDI,77405.5546875,16289,4752.00976562,39519
BA,MUNDO NOVO,96220.46875,25245,3811.4699706999995,37435
BA,CARAVELAS,205351.859375,22115,9285.63964844,34371
BA,ITAPICURU,118382.15625,32563,3635.47998047,36315
BA,ITARANTIM,82294.8125,18375,4478.62988281,36374
BA,SEABRA,213669.90625,42175,5066.27001953,38970
BA,CORRENTINA,637574.3125,32980,19332.15039062,34851
